match_no,innings,over,ball,batsman,batting_hand,bowler,bowling_hand,bowling_type,pace_or_spin,runs_offbat,extras,is_wicket,Wicket_type,is_boundary,team1_battingfirst,team2_battingsecond,team1_score,team1_wickets,team2_score,team2_wickets,extra_type
27,1,18,1,Madhav Prakash Bajaj,Left,Abhilash Shetty ,Left,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,1,18,2,Vidyadhar Patil,Right,Abhilash Shetty ,Left,fast,pace,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,1,18,3,Vidyadhar Patil,Right,Abhilash Shetty ,Left,fast,pace,6,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,1,18,4,Vidyadhar Patil,Right,Abhilash Shetty ,Left,fast,pace,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,1,18,5,Vidyadhar Patil,Right,Abhilash Shetty ,Left,fast,pace,6,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,1,18,6,Vidyadhar Patil,Right,Abhilash Shetty ,Left,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,1,19,1,Vidyadhar Patil,Right,Kranthi Kumar,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,1,19,2,Madhav Prakash Bajaj,Left,Kranthi Kumar,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,1,19,3,Vidyadhar Patil,Right,Kranthi Kumar,Right,fast,pace,6,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,1,19,4,Vidyadhar Patil,Right,Kranthi Kumar,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,1,19,5,Madhav Prakash Bajaj,Left,Kranthi Kumar,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,1,19,6,Vidyadhar Patil,Right,Kranthi Kumar,Right,fast,pace,0,0,TRUE,RUNOUT,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,0,1,Lochan S Gowda,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,0,2,Sharath BR,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,0,3,Lochan S Gowda,Right,Shubhang Hegde,Left,left-arm orthodox,spin,6,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,0,4,Lochan S Gowda,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,0,5,Sharath BR,Right,Shubhang Hegde,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,0,6,Sharath BR,Right,Shubhang Hegde,Left,left-arm orthodox,spin,6,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,1,1,Lochan S Gowda,Right,Gneshwar Naveen,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,1,2,Sharath BR,Right,Gneshwar Naveen,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,1,3,Lochan S Gowda,Right,Gneshwar Naveen,Right,fast,pace,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,1,4,Lochan S Gowda,Right,Gneshwar Naveen,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,1,5,Sharath BR,Right,Gneshwar Naveen,Right,fast,pace,2,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,1,6,Sharath BR,Right,Gneshwar Naveen,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,2,1,Sharath BR,Right,Vidyadhar Patil,Right,fast,pace,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,2,2,Sharath BR,Right,Vidyadhar Patil,Right,fast,pace,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,2,3,Sharath BR,Right,Vidyadhar Patil,Right,fast,pace,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,2,4,Sharath BR,Right,Vidyadhar Patil,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,2,5,Lochan S Gowda,Right,Vidyadhar Patil,Right,fast,pace,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,2,6,Lochan S Gowda,Right,Vidyadhar Patil,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,3,1,Lochan S Gowda,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,3,2,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,3,3,Lochan S Gowda,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,3,4,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,3,5,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,3,6,Lochan S Gowda,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,2,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,4,1,Sharath BR,Right,Gneshwar Naveen,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,4,2,Lochan S Gowda,Right,Gneshwar Naveen,Right,fast,pace,0,2,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,LB + NB
27,2,4,2,Sharath BR,Right,Gneshwar Naveen,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,4,3,Lochan S Gowda,Right,Gneshwar Naveen,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,4,4,Sharath BR,Right,Gneshwar Naveen,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,4,5,Lochan S Gowda,Right,Gneshwar Naveen,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,4,6,Sharath BR,Right,Gneshwar Naveen,Right,fast,pace,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,5,1,Lochan S Gowda,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,5,2,Lochan S Gowda,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,5,3,Lochan S Gowda,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,5,4,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,5,5,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,5,6,Lochan S Gowda,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,6,1,Lochan S Gowda,Right,Shubhang Hegde,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,6,2,Lochan S Gowda,Right,Shubhang Hegde,Left,left-arm orthodox,spin,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,6,3,Lochan S Gowda,Right,Shubhang Hegde,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,6,4,Lochan S Gowda,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,6,5,Sharath BR,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,6,6,Lochan S Gowda,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,7,1,Lochan S Gowda,Right,Rohan Raju,Right,fast,pace,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,7,2,Lochan S Gowda,Right,Rohan Raju,Right,fast,pace,0,1,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,Wide
27,2,7,2,Lochan S Gowda,Right,Rohan Raju,Right,fast,pace,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,7,3,Lochan S Gowda,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,7,4,Sharath BR,Right,Rohan Raju,Right,fast,pace,0,1,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,LB
27,2,7,5,Lochan S Gowda,Right,Rohan Raju,Right,fast,pace,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,7,6,Lochan S Gowda,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,8,1,Lochan S Gowda,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,6,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,8,2,Lochan S Gowda,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,8,3,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,8,4,Lochan S Gowda,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,8,5,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,2,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,8,6,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,2,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,9,1,Lochan S Gowda,Right,Rohan Raju,Right,fast,pace,0,0,TRUE,CAUGHT,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,9,2,Aashish Mahesh,Right,Rohan Raju,Right,fast,pace,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,9,3,Aashish Mahesh,Right,Rohan Raju,Right,fast,pace,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,9,4,Aashish Mahesh,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,9,5,Sharath BR,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,9,6,Aashish Mahesh,Right,Rohan Raju,Right,fast,pace,2,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,10,1,Sharath BR,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,10,2,Aashish Mahesh,Right,Shubhang Hegde,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,10,3,Aashish Mahesh,Right,Shubhang Hegde,Left,left-arm orthodox,spin,2,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,10,4,Aashish Mahesh,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,10,5,Sharath BR,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,10,6,Aashish Mahesh,Right,Shubhang Hegde,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,11,1,Sharath BR,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,11,2,Aashish Mahesh,Right,Rohan Raju,Right,fast,pace,0,1,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,Wide
27,2,11,2,Aashish Mahesh,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,11,3,Sharath BR,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,11,4,Aashish Mahesh,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,11,5,Sharath BR,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,11,6,Aashish Mahesh,Right,Rohan Raju,Right,fast,pace,0,1,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,Wide
27,2,11,6,Aashish Mahesh,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,12,1,Aashish Mahesh,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,12,2,Sharath BR,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,12,3,Aashish Mahesh,Right,Shubhang Hegde,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,12,4,Aashish Mahesh,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,12,5,Sharath BR,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,12,6,Aashish Mahesh,Right,Shubhang Hegde,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,13,1,Aashish Mahesh,Right,Rohan Raju,Right,fast,pace,2,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,13,2,Aashish Mahesh,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,13,3,Sharath BR,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,13,4,Aashish Mahesh,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,13,5,Sharath BR,Right,Rohan Raju,Right,fast,pace,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,13,6,Sharath BR,Right,Rohan Raju,Right,fast,pace,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,14,1,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,14,2,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,14,3,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,14,4,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,14,5,Sharath BR,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,14,6,Aashish Mahesh,Right,Madhav Prakash Bajaj,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,15,1,Sharath BR,Right,Mohsin Khan,Right,Offspin,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,15,2,Sharath BR,Right,Mohsin Khan,Right,Offspin,spin,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,15,3,Sharath BR,Right,Mohsin Khan,Right,Offspin,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,15,4,Sharath BR,Right,Mohsin Khan,Right,Offspin,spin,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
27,2,15,5,Sharath BR,Right,Mohsin Khan,Right,Offspin,spin,0,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,15,6,Sharath BR,Right,Mohsin Khan,Right,Offspin,spin,1,0,FALSE,,FALSE,Bengaluru,Mangaluru,146,9,149,1,
27,2,16,1,Sharath BR,Right,Vidyadhar Patil,Right,fast,pace,4,0,FALSE,,TRUE,Bengaluru,Mangaluru,146,9,149,1,
28,1,0,1,Karthik S U,Right,V Kaverappa,Right,fast,pace,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,0,2,Karthik S U,Right,V Kaverappa,Right,fast,pace,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,0,3,Karthik S U,Right,V Kaverappa,Right,fast,pace,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,0,4,Karthik S U,Right,V Kaverappa,Right,fast,pace,6,0,FALSE,,TRUE,Mysore,Shivamogga,180,6,181,7,
28,1,0,5,Karthik S U,Right,V Kaverappa,Right,fast,pace,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,0,6,M Venkatesh,Left,V Kaverappa,Right,fast,pace,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,1,1,Karthik S U,Right,D Prabhakar,Right,Offspin,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,1,2,Karthik S U,Right,D Prabhakar,Right,Offspin,spin,4,0,FALSE,,TRUE,Mysore,Shivamogga,180,6,181,7,
28,1,1,3,Karthik S U,Right,D Prabhakar,Right,Offspin,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,1,4,M Venkatesh,Left,D Prabhakar,Right,Offspin,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,1,5,Karthik S U,Right,D Prabhakar,Right,Offspin,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,1,6,Karthik S U,Right,D Prabhakar,Right,Offspin,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,2,1,Karthik S U,Right,V Kaverappa,Right,fast,pace,6,0,FALSE,,TRUE,Mysore,Shivamogga,180,6,181,7,
28,1,2,2,Karthik S U,Right,V Kaverappa,Right,fast,pace,0,1,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,Wide
28,1,2,2,Karthik S U,Right,V Kaverappa,Right,fast,pace,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,2,3,Karthik S U,Right,V Kaverappa,Right,fast,pace,0,1,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,Wide
28,1,2,3,Karthik S U,Right,V Kaverappa,Right,fast,pace,2,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,2,4,Karthik S U,Right,V Kaverappa,Right,fast,pace,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,2,5,Karthik S U,Right,V Kaverappa,Right,fast,pace,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,2,6,M Venkatesh,Left,V Kaverappa,Right,fast,pace,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,3,1,Karthik S U,Right,A Doddamani,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,3,2,Karthik S U,Right,A Doddamani,Left,left-arm orthodox,spin,4,0,FALSE,,TRUE,Mysore,Shivamogga,180,6,181,7,
28,1,3,3,Karthik S U,Right,A Doddamani,Left,left-arm orthodox,spin,4,0,FALSE,,TRUE,Mysore,Shivamogga,180,6,181,7,
28,1,3,4,Karthik S U,Right,A Doddamani,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,3,5,M Venkatesh,Left,A Doddamani,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,3,6,M Venkatesh,Left,A Doddamani,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,4,1,Karthik S U,Right,Darshan MB,Right,fast,pace,6,0,FALSE,,TRUE,Mysore,Shivamogga,180,6,181,7,
28,1,4,2,Karthik S U,Right,Darshan MB,Right,fast,pace,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,4,3,M Venkatesh,Left,Darshan MB,Right,fast,pace,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,4,4,M Venkatesh,Left,Darshan MB,Right,fast,pace,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,4,5,Karthik S U,Right,Darshan MB,Right,fast,pace,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,4,6,M Venkatesh,Left,Darshan MB,Right,fast,pace,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,5,1,M Venkatesh,Left,D Prabhakar,Right,Offspin,spin,0,0,TRUE,CAUGHT,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,5,2,Srinivas Sharath,Right,D Prabhakar,Right,Offspin,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,5,3,Srinivas Sharath,Right,D Prabhakar,Right,Offspin,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,5,4,Srinivas Sharath,Right,D Prabhakar,Right,Offspin,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,5,5,Karthik S U,Right,D Prabhakar,Right,Offspin,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,5,6,Srinivas Sharath,Right,D Prabhakar,Right,Offspin,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,6,1,Srinivas Sharath,Right,Hardik Raj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,6,2,Karthik S U,Right,Hardik Raj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,6,3,Srinivas Sharath,Right,Hardik Raj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,6,4,Karthik S U,Right,Hardik Raj,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,6,5,Karthik S U,Right,Hardik Raj,Left,left-arm orthodox,spin,4,0,FALSE,,TRUE,Mysore,Shivamogga,180,6,181,7,
28,1,6,6,Karthik S U,Right,Hardik Raj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,7,1,Karthik S U,Right,A Doddamani,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,7,2,Karthik S U,Right,A Doddamani,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,7,3,Srinivas Sharath,Right,A Doddamani,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,7,4,Karthik S U,Right,A Doddamani,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,7,5,Karthik S U,Right,A Doddamani,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,7,6,Srinivas Sharath,Right,A Doddamani,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,8,1,Srinivas Sharath,Right,H Raj,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,8,2,Srinivas Sharath,Right,H Raj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,8,3,Karthik S U,Right,H Raj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,8,4,Srinivas Sharath,Right,H Raj,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,8,5,Srinivas Sharath,Right,H Raj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,8,6,Karthik S U,Right,H Raj,Left,left-arm orthodox,spin,4,0,FALSE,,TRUE,Mysore,Shivamogga,180,6,181,7,
28,1,9,1,Srinivas Sharath,Right,A Doddamani,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,9,2,Srinivas Sharath,Right,A Doddamani,Left,left-arm orthodox,spin,0,0,TRUE,Bowled,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,9,3,Lankesh KS,Left,A Doddamani,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,9,4,Lankesh KS,Left,A Doddamani,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,9,5,Lankesh KS,Left,A Doddamani,Left,left-arm orthodox,spin,0,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,9,6,Lankesh KS,Left,A Doddamani,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,10,1,Lankesh KS,Left,H Raj,Left,left-arm orthodox,spin,1,0,FALSE,,FALSE,Mysore,Shivamogga,180,6,181,7,
28,1,10,2,Karthik S U,Right,H Raj,Left,left-arm orthodox,spin,0,0,TRUE,CAUGHT,FALSE,Mysore,Shivamogga,180,6,181,7,
